,index,Unnamed: 0,folder,dialogueID,date,from1,chatter,cycle,text,Label
642,1410,1410,60,244.tsv,2009-09-19T06:46:00.000Z,soreau,chatter1,,"I don't know anything about nbr, but it is your most likely culprit",
643,1413,1413,60,244.tsv,2009-09-19T06:54:00.000Z,soreau,chatter1,,"Are you absolutely sure compiz isn't starting? If you try to click where the panel is supposed to be, does it show up?",
644,1417,1417,60,244.tsv,2009-09-19T06:56:00.000Z,soreau,chatter1,,I think you're probably not realizing it but compiz is starting and causing your panel to disappear at first,
645,1418,1418,60,244.tsv,2009-09-19T06:56:00.000Z,soreau,chatter1,,What makes you think compiz isn't starting?,
646,1419,1419,60,244.tsv,2009-09-19T06:58:00.000Z,soreau,chatter1,,"Try this: Instead of typing compiz --replace, instead do 'ps ax|grep compiz' and pastebin the output to pastebin.com",
647,1422,1422,60,244.tsv,2009-09-19T07:02:00.000Z,soreau,chatter1,,gnome-panel is started by a daemon and compiz is started by gnome-appearance-properties which probably also has the gnome daemon start it for you so you're not going to see it in sessions,
648,1424,1424,60,244.tsv,2009-09-19T07:03:00.000Z,soreau,chatter1,,"session, auto start, startup programs whatever. they're all the same thing",
649,1427,1427,60,244.tsv,2009-09-19T07:08:00.000Z,soreau,chatter1,,Good. leave it alone now,
650,1429,1429,60,244.tsv,2009-09-19T07:08:00.000Z,soreau,chatter1,,Where did you get that ubuntu tweak?,
651,1430,1430,60,244.tsv,2009-09-19T07:09:00.000Z,soreau,chatter1,,"My motto is if it's not in the standard ubuntu repos, don't use it. If it was a good program, it would be in the repos",
652,1432,1432,60,244.tsv,2009-09-19T07:10:00.000Z,soreau,chatter1,,It could be screwing you up,
653,1434,1434,60,244.tsv,2009-09-19T07:10:00.000Z,soreau,chatter1,,"Oh well, hopefully you don't break it again",
654,1439,1439,60,244.tsv,2009-09-19T10:07:00.000Z,soreau,chatter1,,Just ask the channel and maybe someone can help you,
655,1441,1441,60,5.tsv,2012-11-29T15:00:00.000Z,media-centre,chatter1,0.0,hallo,
656,1442,1442,60,5.tsv,2012-11-29T15:00:00.000Z,media-centre,chatter1,,can anyone help me create a custom launcher,
657,1443,1443,60,5.tsv,2012-11-29T15:01:00.000Z,media-centre,chatter1,,ubuntu,
658,1444,1444,60,5.tsv,2012-11-29T15:02:00.000Z,media-centre,chatter1,,like a desktop shortcut,
659,1445,1445,60,5.tsv,2012-11-29T15:02:00.000Z,media-centre,chatter1,,no on the desktop,
660,1446,1446,60,5.tsv,2012-11-29T15:03:00.000Z,media-centre,chatter1,,its anther way of saying a shortcut to a program,
661,1447,1447,60,5.tsv,2012-11-29T15:03:00.000Z,media-centre,chatter1,,kpm,
662,1477,1477,60,5.tsv,2012-11-30T15:28:00.000Z,media-centre,chatter1,,ive done sudo modprobe uvcvideo,
663,1501,1501,60,413.tsv,2010-03-18T14:12:00.000Z,Yehia,chatter1,0.0,"hello, i need help . i tried to follow the instructions here in this page to install some application . but when i reach the point of installing the wanted application which is ( rivendell ) its tell me the package couldnt be found - can some body help me please",1
664,1502,1502,60,413.tsv,2010-03-18T14:12:00.000Z,Yehia,chatter1,,here is the page,
665,1503,1503,60,413.tsv,2010-03-18T14:12:00.000Z,Yehia,chatter1,,http://blog.tryphon.org/alban/archives/2009/04/19/quick-start-for-rivendell-on-debianubuntu/,
666,1505,1505,60,413.tsv,2010-03-18T14:14:00.000Z,Yehia,chatter1,,yes i already dont that,
667,1506,1506,60,413.tsv,2010-03-18T14:14:00.000Z,Yehia,chatter1,,but still no chance Ashok.,
668,1510,1510,60,413.tsv,2010-03-18T14:17:00.000Z,Yehia,chatter1,,yes i did it also Ashok .,
669,1512,1512,60,413.tsv,2010-03-18T14:17:00.000Z,Yehia,chatter1,,but when i go to the step of installing the rivendell - then its not working Ashok,5
670,1514,1514,60,413.tsv,2010-03-18T14:20:00.000Z,Yehia,chatter1,,i did but ok lets go in this step together so we can see where is the problem  Ashok.,
671,1516,1516,60,413.tsv,2010-03-18T14:21:00.000Z,Yehia,chatter1,,my sysyem is not debian,
672,1517,1517,60,413.tsv,2010-03-18T14:21:00.000Z,Yehia,chatter1,,system,
673,1518,1518,60,413.tsv,2010-03-18T14:21:00.000Z,Yehia,chatter1,,so i didnt use the first point in step number 2  Ashok.,
674,1520,1520,60,413.tsv,2010-03-18T14:22:00.000Z,Yehia,chatter1,,iam using ubuntu Ashok. is it the same with debian ?,
675,1522,1522,60,413.tsv,2010-03-18T14:22:00.000Z,Yehia,chatter1,,ok Ashok. then guide me what to do since this point,
676,1523,1523,60,413.tsv,2010-03-18T14:23:00.000Z,Yehia,chatter1,,i will go with you step by step Ashok,
677,1526,1526,60,413.tsv,2010-03-18T14:24:00.000Z,Yehia,chatter1,,i did ashok,
678,1529,1529,60,413.tsv,2010-03-18T14:25:00.000Z,Yehia,chatter1,,you mean third-party Ashok . right ?,
679,1530,1530,60,413.tsv,2010-03-18T14:25:00.000Z,Yehia,chatter1,,ok Ashok. i did,
680,1533,1533,60,413.tsv,2010-03-18T14:27:00.000Z,Yehia,chatter1,,I did it Ashok .,
681,1538,1538,60,413.tsv,2010-03-18T14:28:00.000Z,Yehia,chatter1,,what do you mean copy all the above line  Ashok ... i just copied what you guided me for  and i paste it in the place you showed me,
682,1540,1540,60,413.tsv,2010-03-18T14:30:00.000Z,Yehia,chatter1,,I did copy it Ashok.,
683,1543,1543,60,413.tsv,2010-03-18T14:30:00.000Z,Yehia,chatter1,,i clicked on add again Ashok.,
684,1545,1545,60,413.tsv,2010-03-18T14:31:00.000Z,Yehia,chatter1,,i did it without quotes Ashok .,
685,1547,1547,60,413.tsv,2010-03-18T14:32:00.000Z,Yehia,chatter1,,Yes Ashok .,
686,1549,1549,60,413.tsv,2010-03-18T14:33:00.000Z,Yehia,chatter1,,done Ashok .,
687,1552,1552,60,413.tsv,2010-03-18T14:35:00.000Z,Yehia,chatter1,,i do Ashok . and its installing now,
688,1553,1553,60,413.tsv,2010-03-18T14:35:00.000Z,Yehia,chatter1,,lets see how it will end Ashok .,
689,1555,1555,60,413.tsv,2010-03-18T14:36:00.000Z,Yehia,chatter1,,its asking me to configure the Rivendell Ashok,
690,1558,1558,60,413.tsv,2010-03-18T14:37:00.000Z,Yehia,chatter1,,i skipped it and now its stopped installing - i mean the installation is done,
691,1561,1561,60,137.tsv,2009-05-17T06:19:00.000Z,EricJ1186,chatter1,0.0,okay,
692,1562,1562,60,137.tsv,2009-05-17T06:19:00.000Z,EricJ1186,chatter1,,I am trying to update to this one driver I have on my desktop,
693,1563,1563,60,137.tsv,2009-05-17T06:19:00.000Z,EricJ1186,chatter1,,it's called NVIDIA-Linux-x86-180.51-pkg1.run,
694,1564,1564,60,137.tsv,2009-05-17T06:19:00.000Z,EricJ1186,chatter1,,how do I do that?,5
695,1565,1565,60,137.tsv,2009-05-17T06:20:00.000Z,EricJ1186,chatter1,,the Nvidia site said to simply run sh [file name],
696,1572,1572,60,137.tsv,2009-05-17T06:25:00.000Z,EricJ1186,chatter1,,"I ran that line, and it came back with this: E: couldn't find package linux-headers-uname -r",
697,1575,1575,60,137.tsv,2009-05-17T06:30:00.000Z,EricJ1186,chatter1,,I have the two things installed (build-essential and linux-source),
698,1578,1578,60,137.tsv,2009-05-17T06:32:00.000Z,EricJ1186,chatter1,,it shot out (gksudo: 7353): GtK warning **: cannot open dispaly,
699,1582,1582,60,137.tsv,2009-05-17T06:37:00.000Z,EricJ1186,chatter1,,I changed that line to nv nvidia_new,
700,1597,1597,60,137.tsv,2009-05-17T06:48:00.000Z,EricJ1186,chatter1,,completed that list and I am rebooting now,
701,1601,1601,60,137.tsv,2009-05-17T06:50:00.000Z,EricJ1186,chatter1,,any ideas?,
702,1609,1609,60,137.tsv,2009-05-17T06:56:00.000Z,EricJ1186,chatter1,,anymore ideas?,
703,1619,1619,60,137.tsv,2009-05-17T07:06:00.000Z,EricJ1186,chatter1,,any other ideas?,
704,1621,1621,60,129.tsv,2009-08-09T18:37:00.000Z,Lartza_,chatter1,0.0,How do I mount a fatx hard drive?,
705,1622,1622,60,129.tsv,2009-08-09T18:37:00.000Z,Lartza_,chatter1,,!fatx,
706,1624,1624,60,129.tsv,2009-08-09T18:38:00.000Z,Lartza_,chatter1,,#NAME?,7
707,1625,1625,60,129.tsv,2009-08-09T18:39:00.000Z,Lartza_,chatter1,,type must be detemined witohout -t,
708,1627,1627,60,129.tsv,2009-08-09T18:39:00.000Z,Lartza_,chatter1,,So?,
709,1628,1628,60,129.tsv,2009-08-09T18:39:00.000Z,Lartza_,chatter1,,vfat wont work...?,
710,1631,1631,60,129.tsv,2009-08-09T18:40:00.000Z,Lartza_,chatter1,,mazda write :S,
711,1632,1632,60,129.tsv,2009-08-09T18:41:00.000Z,Lartza_,chatter1,,SO I can't write t oit with ubuntu?,
712,1633,1633,60,129.tsv,2009-08-09T18:41:00.000Z,Lartza_,chatter1,,what distro xcould?,
713,1635,1635,60,129.tsv,2009-08-09T18:42:00.000Z,Lartza_,chatter1,,No I busted something and it wont boot xbmc,
714,1636,1636,60,129.tsv,2009-08-09T18:42:00.000Z,Lartza_,chatter1,,It only boots to my bios but not further,
715,1638,1638,60,129.tsv,2009-08-09T18:42:00.000Z,Lartza_,chatter1,,ANd my modchip doesnt have ftp and my bios has cdrom boot disabled,
716,1640,1640,60,129.tsv,2009-08-09T18:43:00.000Z,Lartza_,chatter1,,it wont boot cds since its disabled in bios,
717,1641,1641,60,129.tsv,2009-08-09T18:43:00.000Z,Lartza_,chatter1,,"and no backup cd, hardmod",
718,1643,1643,60,129.tsv,2009-08-09T18:44:00.000Z,Lartza_,chatter1,,i messed things up,
719,1644,1644,60,129.tsv,2009-08-09T18:44:00.000Z,Lartza_,chatter1,,and my modchip os has no ftp only http,
720,1645,1645,60,129.tsv,2009-08-09T18:44:00.000Z,Lartza_,chatter1,,so I NEED to mount it,
721,1647,1647,60,129.tsv,2009-08-09T18:45:00.000Z,Lartza_,chatter1,,http is out only what i know of...,
722,1648,1648,60,129.tsv,2009-08-09T18:45:00.000Z,Lartza_,chatter1,,So what can I do now?,
723,1649,1649,60,129.tsv,2009-08-09T18:47:00.000Z,Lartza_,chatter1,,but you cant write to http!:(,
724,1651,1651,60,129.tsv,2009-08-09T18:47:00.000Z,Lartza_,chatter1,,Noww why would I need that??,
725,1654,1654,60,129.tsv,2009-08-09T18:49:00.000Z,Lartza_,chatter1,,but my xbox wont boot cds(well ms dashboard!) i cant use usb stink on it(no ports) and i dont have the game,
726,1655,1655,60,129.tsv,2009-08-09T18:49:00.000Z,Lartza_,chatter1,,brb,
727,1657,1657,60,129.tsv,2009-08-09T18:50:00.000Z,Lartza_,chatter1,,How will backing it up help me? :S,
728,1659,1659,60,129.tsv,2009-08-09T18:52:00.000Z,Lartza_,chatter1,,There is xLinux!,
729,1660,1660,60,129.tsv,2009-08-09T18:52:00.000Z,Lartza_,chatter1,,I hope I can find it,
730,1661,1661,60,129.tsv,2009-08-09T18:52:00.000Z,Lartza_,chatter1,,It is livecd that can manipulate xbox hd files,
731,1663,1663,60,129.tsv,2009-08-09T18:55:00.000Z,Lartza_,chatter1,,I am not redoing it!,
732,1664,1664,60,129.tsv,2009-08-09T18:55:00.000Z,Lartza_,chatter1,,but i have eeprom backup,
733,1666,1666,60,129.tsv,2009-08-09T18:57:00.000Z,Lartza_,chatter1,,No use for me? That is for xbox-linux,
734,1667,1667,60,129.tsv,2009-08-09T18:57:00.000Z,Lartza_,chatter1,,Since ubuntu doesn't have fatx support,
735,1668,1668,60,129.tsv,2009-08-09T18:59:00.000Z,Lartza_,chatter1,,OMG this can't be so hard,
736,1669,1669,60,129.tsv,2009-08-09T18:59:00.000Z,Lartza_,chatter1,,NO FatX support on linux?,
737,1670,1670,60,129.tsv,2009-08-09T18:59:00.000Z,Lartza_,chatter1,,YOU THINK I HAVEN'T???,
738,1671,1671,60,129.tsv,2009-08-09T19:00:00.000Z,Lartza_,chatter1,,Sorry I am really frustrated since I can't mount ONE friggin harddrive,
739,1673,1673,60,129.tsv,2009-08-09T19:00:00.000Z,Lartza_,chatter1,,I can't boot cd's!,
740,1674,1674,60,129.tsv,2009-08-09T19:01:00.000Z,Lartza_,chatter1,,Unless ms dashboard can boot xebian??,
741,1676,1676,60,129.tsv,2009-08-09T19:01:00.000Z,Lartza_,chatter1,,It is a regular hard drive :),
742,1678,1678,60,129.tsv,2009-08-09T19:01:00.000Z,Lartza_,chatter1,,Oh it is in my computer but isnt xebian for install to the hd?,
743,1681,1681,60,222.tsv,2008-03-23T21:09:00.000Z,pimplife,chatter1,0.0,help me ubuntu wont install on my pc,
744,1682,1682,60,222.tsv,2008-03-23T21:10:00.000Z,pimplife,chatter1,,on the live cd the resolution and on the alternate cd it gets stuck on resizing partions,
745,1683,1683,60,222.tsv,2008-03-23T21:12:00.000Z,pimplife,chatter1,,like 20 mins,
746,1684,1684,60,222.tsv,2008-03-23T21:12:00.000Z,pimplife,chatter1,,320gb,
747,1685,1685,60,222.tsv,2008-03-23T21:13:00.000Z,pimplife,chatter1,,but i only choose 76.77gb,
748,1687,1687,60,222.tsv,2008-03-23T21:15:00.000Z,pimplife,chatter1,,i did but on the alternate cd u can only choose the hdd not partions,
749,1689,1689,60,222.tsv,2008-03-23T21:17:00.000Z,pimplife,chatter1,,what u mean,6
750,1692,1692,60,222.tsv,2008-03-23T21:46:00.000Z,pimplife,chatter1,,some said twice ur memory is that true,
751,1695,1695,60,222.tsv,2008-03-23T21:50:00.000Z,pimplife,chatter1,,thanks but what about all the other options,
752,1697,1697,60,222.tsv,2008-03-23T21:51:00.000Z,pimplife,chatter1,,thanks,
753,1698,1698,60,222.tsv,2008-03-23T22:05:00.000Z,pimplife,chatter1,,what do i do with boot flag option,
754,1700,1700,60,222.tsv,2008-03-23T22:06:00.000Z,pimplife,chatter1,,what lable option,
755,1701,1701,60,222.tsv,2008-03-23T22:06:00.000Z,pimplife,chatter1,,what about lable option,
756,1703,1703,60,222.tsv,2008-03-23T22:07:00.000Z,pimplife,chatter1,,what about mount option,
757,1706,1706,60,222.tsv,2008-03-23T22:20:00.000Z,pimplife,chatter1,,theirs also an option thats asks how much % to save or something like that,
758,1708,1708,60,222.tsv,2008-03-23T22:34:00.000Z,pimplife,chatter1,,it says reserved blocks 5%,
759,1710,1710,60,222.tsv,2008-03-23T22:35:00.000Z,pimplife,chatter1,,what about typical usage option,
760,1711,1711,60,222.tsv,2008-03-23T22:35:00.000Z,pimplife,chatter1,,it says default,
761,1712,1712,60,222.tsv,2008-03-23T22:36:00.000Z,pimplife,chatter1,,wait,
762,1713,1713,60,222.tsv,2008-03-23T22:36:00.000Z,pimplife,chatter1,,so boot flag doesnt matter right,
763,1715,1715,60,222.tsv,2008-03-23T22:46:00.000Z,pimplife,chatter1,,the the thing says it will erase the data on my pation that i set to leave alone why,
764,1716,1716,60,222.tsv,2008-03-23T22:48:00.000Z,pimplife,chatter1,,ubuntu says it will erase the data on my pation that i set to leave alone why,
765,1718,1718,60,222.tsv,2008-03-23T22:49:00.000Z,pimplife,chatter1,,no its just the warning it says but im scared it will erase vista,
766,1721,1721,60,222.tsv,2008-03-23T22:53:00.000Z,pimplife,chatter1,,ubuntu says it will only format the partions i choose but the warning it gives data will be lost on removed partions as well,
767,1724,1724,60,222.tsv,2008-03-23T22:55:00.000Z,pimplife,chatter1,,oh hold on,
768,1725,1725,60,222.tsv,2008-03-23T22:56:00.000Z,pimplife,chatter1,,i think it means that if i choose to delete a partion as well,
769,1726,1726,60,222.tsv,2008-03-23T22:56:00.000Z,pimplife,chatter1,,but thats what it says tho,
770,1728,1728,60,222.tsv,2008-03-23T22:57:00.000Z,pimplife,chatter1,,but only the 2 partions i choose showed up in the list to be formated so i think im good,
771,1732,1732,60,222.tsv,2008-03-24T01:20:00.000Z,pimplife,chatter1,,thats it nothing els,
772,1734,1734,60,222.tsv,2008-03-24T01:21:00.000Z,pimplife,chatter1,,with or with out quotes,
773,1736,1736,60,222.tsv,2008-03-24T01:25:00.000Z,pimplife,chatter1,,do i back up the file before changing it,
774,1738,1738,60,222.tsv,2008-03-24T01:25:00.000Z,pimplife,chatter1,,ill try it ill be back,
775,1739,1739,60,222.tsv,2008-03-24T01:43:00.000Z,pimplife,chatter1,,before i use themes do i need to install anything,
776,1741,1741,60,403.tsv,2006-01-09T13:23:00.000Z,visit0r,chatter1,0.0,"hi, my computer does not boot after the latest kernel upgrade. I also suspect hard disk corruption due to this. anyone can help me?",
777,1742,1742,60,403.tsv,2006-01-09T13:24:00.000Z,visit0r,chatter1,,http://www.ubuntuforums.org/showthread.php?p=627305#post627305,
778,1743,1743,60,403.tsv,2006-01-09T13:24:00.000Z,visit0r,chatter1,,I posted more descriptions there,
779,1745,1745,60,403.tsv,2006-01-09T13:25:00.000Z,visit0r,chatter1,,"yes, that's the first thing I'll try tomorrow when I get back to work...",
780,1747,1747,60,403.tsv,2006-01-09T13:29:00.000Z,visit0r,chatter1,,no.,0
781,1748,1748,60,403.tsv,2006-01-09T13:30:00.000Z,visit0r,chatter1,,worked quite fine until today's upgrade,
782,1752,1752,60,403.tsv,2006-01-09T13:32:00.000Z,visit0r,chatter1,,"that's not my error, I replied to that message because I thought this is the same problem, but I didn't get that error. check the last reply.",
783,1755,1755,60,403.tsv,2006-01-09T13:36:00.000Z,visit0r,chatter1,,"yeah, that's what I'm afraid of :(",
784,1756,1756,60,403.tsv,2006-01-09T13:36:00.000Z,visit0r,chatter1,,"luckily I don't have too important stuff stored there, but still.. sucks..",
785,1758,1758,60,403.tsv,2006-01-09T13:37:00.000Z,visit0r,chatter1,,worse even is that I don't know should I install ubuntu anymore if it breaks again..,
786,1761,1761,60,403.tsv,2006-01-09T13:40:00.000Z,visit0r,chatter1,,sure...,
787,1762,1762,60,403.tsv,2006-01-09T13:42:00.000Z,visit0r,chatter1,,"can't recall any other distro/OS corrupted my HD though, such a disappointment as Ubuntu is my fav distro",
788,1765,1765,60,403.tsv,2006-01-09T13:43:00.000Z,visit0r,chatter1,,I had something like that with RH 6.0 years ago,
789,1766,1766,60,403.tsv,2006-01-09T13:46:00.000Z,visit0r,chatter1,,"how heavily patched (compared to vanilla) is ubuntu kernel, btw?",
790,1770,1770,60,403.tsv,2006-01-09T13:47:00.000Z,visit0r,chatter1,,"well, the upgrade was not an upstream upgrade but a package upgrade, therefore I suspect it's not the vanilla kernel that caused this.",
791,1771,1771,60,403.tsv,2006-01-09T13:48:00.000Z,visit0r,chatter1,,hopefully... well I'll investigate more tomorrow with the livecd,
792,1773,1773,60,403.tsv,2006-01-09T13:49:00.000Z,visit0r,chatter1,,"exactly... but the whole machine is  brand new so I don't suspect broken HW, especially as it worked fine before the upgrade",
793,1775,1775,60,403.tsv,2006-01-20T06:42:00.000Z,visit0r,chatter1,,cannot use the AC3 passthrough device,
794,1776,1776,60,403.tsv,2006-01-20T06:42:00.000Z,visit0r,chatter1,,otherwise it works fine,
795,1778,1778,60,403.tsv,2006-01-20T06:42:00.000Z,visit0r,chatter1,,but xine says that my device is occupied when I try to play a AC3 video,
796,1781,1781,60,403.tsv,2006-01-20T06:44:00.000Z,visit0r,chatter1,,it's libasound2,
797,1786,1786,60,403.tsv,2006-01-20T06:45:00.000Z,visit0r,chatter1,,"I'm currently trying to roll a .deb with the dapper's alsalib in it (backport it to breezy), but I'm a bit lost (never backported anything before) here :)",
798,1787,1787,60,403.tsv,2006-01-20T06:46:00.000Z,visit0r,chatter1,,is ac3 broken for you too?,
799,1789,1789,60,403.tsv,2006-01-20T06:46:00.000Z,visit0r,chatter1,,"hand compiling is easy, but I want a deb so it gets into the package manager db not messing the system",
800,1790,1790,60,403.tsv,2006-01-20T06:46:00.000Z,visit0r,chatter1,,"well it probably depends on the sound card you are using, I'm using SB Live!",
801,1792,1792,60,403.tsv,2006-01-20T06:48:00.000Z,visit0r,chatter1,,does it even support digital out?,
802,1795,1795,60,403.tsv,2006-01-20T06:50:00.000Z,visit0r,chatter1,,already doing it... nice to learn the process myself,
803,1797,1797,60,403.tsv,2006-01-20T06:53:00.000Z,visit0r,chatter1,,I'm trying the  make -f debian/rules binary,
804,1798,1798,60,403.tsv,2006-01-20T06:53:00.000Z,visit0r,chatter1,,I was suggested,
805,1801,1801,60,359.tsv,2006-09-11T06:21:00.000Z,Paddy_EIRE,chatter1,0.0,never seen it before,
806,1802,1802,60,359.tsv,2006-09-11T06:22:00.000Z,Paddy_EIRE,chatter1,,<anto9us> and i really want to back up as i love how well its runnin at the mo,
807,1803,1803,60,359.tsv,2006-09-11T06:23:00.000Z,Paddy_EIRE,chatter1,,"<anto9us> yeah, i am thinking maybe ill get a pack while out tomorrow",
808,1804,1804,60,359.tsv,2006-09-11T06:24:00.000Z,Paddy_EIRE,chatter1,,<anto9us>then i could use dar again afterwards to restore?,
809,1805,1805,60,359.tsv,2006-09-11T06:25:00.000Z,Paddy_EIRE,chatter1,,<anto9us> can i do 'sudo apt-get install dar' ??,
810,1806,1806,60,359.tsv,2006-09-11T06:25:00.000Z,Paddy_EIRE,chatter1,,<anto9us>yeah i agree,
811,1807,1807,60,359.tsv,2006-09-11T06:26:00.000Z,Paddy_EIRE,chatter1,,"<anto9us> is there a wiki on backing up as im unsure what i should be going for , i think the '/etc'  directory and my home dir but what else",
812,1808,1808,60,359.tsv,2006-09-11T06:27:00.000Z,Paddy_EIRE,chatter1,,<anto9us>can it still be used in gnome,3
813,1809,1809,60,359.tsv,2006-09-11T06:27:00.000Z,Paddy_EIRE,chatter1,,k,
814,1810,1810,60,359.tsv,2006-09-11T06:28:00.000Z,Paddy_EIRE,chatter1,,<viator> yeah i would love that,
815,1861,1861,60,25.tsv,2011-09-18T19:37:00.000Z,econdudeawesome,chatter1,0.0,ah,
816,1862,1862,60,25.tsv,2011-09-18T19:37:00.000Z,econdudeawesome,chatter1,,hola nati_,
817,1863,1863,60,25.tsv,2011-09-18T19:39:00.000Z,econdudeawesome,chatter1,,Anyone else been having problems with dpkg? This is a pastebin of my issues: http://pastebin.com/BsjjSLuX,
818,1865,1865,60,25.tsv,2011-09-18T19:41:00.000Z,econdudeawesome,chatter1,,"that is the output of both apt-get update and also running the standard software update with Ubuntu (the errors are the same, this pastebin is from the latter)",
819,1867,1867,60,25.tsv,2011-09-18T19:43:00.000Z,econdudeawesome,chatter1,,"what does this do, so I understand the next time?",
820,1869,1869,60,25.tsv,2011-09-18T19:44:00.000Z,econdudeawesome,chatter1,,http://paste.ubuntu.com/692357/ is the outcome (failed again),
821,1871,1871,60,25.tsv,2011-09-18T19:48:00.000Z,econdudeawesome,chatter1,,yes,
822,1873,1873,60,25.tsv,2011-09-18T19:52:00.000Z,econdudeawesome,chatter1,,"this has gone on for about 3 months now, but now is the first time I've had to address it... My biggest question is: are the updates occurring, or am I running old software?",8
823,1874,1874,60,25.tsv,2011-09-18T19:55:00.000Z,econdudeawesome,chatter1,,"ok. If I choose an older kernel at startup, can I update kernels from there?",
824,1876,1876,60,25.tsv,2011-09-18T19:58:00.000Z,econdudeawesome,chatter1,,http://paste.ubuntu.com/692367/,
825,1879,1879,60,25.tsv,2011-09-18T20:03:00.000Z,econdudeawesome,chatter1,,"same issue (aptit. runs, but has same error)",
826,1881,1881,60,25.tsv,2011-09-18T20:05:00.000Z,econdudeawesome,chatter1,,"no, ive run upgrades many many times. AFAIK the system thinks the upgrades have taken hold",
827,1882,1882,60,25.tsv,2011-09-18T20:05:00.000Z,econdudeawesome,chatter1,,and it does look like a smiley--small moustache,
828,1884,1884,60,25.tsv,2011-09-18T20:06:00.000Z,econdudeawesome,chatter1,,"im not sure how to do that? I run sudo aptitude, then shift+;?",
829,1887,1887,60,25.tsv,2011-09-18T20:10:00.000Z,econdudeawesome,chatter1,,"it does not let me deselect, since they are partially installed",
830,1888,1888,60,25.tsv,2011-09-18T20:10:00.000Z,econdudeawesome,chatter1,,"the only packages that need installing, it says, are the kernel updates and nspluginwrapper (which I haven't used since I use 64-bit flash)",
831,1890,1890,60,25.tsv,2011-09-18T20:12:00.000Z,econdudeawesome,chatter1,,I believe so,
832,1891,1891,60,25.tsv,2011-09-18T20:12:00.000Z,econdudeawesome,chatter1,,"I started with 10.04 on this machine, haven't reinstalled since, just upgraded",
833,1893,1893,60,25.tsv,2011-09-18T20:14:00.000Z,econdudeawesome,chatter1,,"yes, I have multiple installed",
834,1895,1895,60,25.tsv,2011-09-18T20:15:00.000Z,econdudeawesome,chatter1,,I'll give it a shot,
835,1896,1896,60,25.tsv,2011-09-18T20:16:00.000Z,econdudeawesome,chatter1,,it did something... what is the expected (good) outcome?,
836,1897,1897,60,25.tsv,2011-09-18T20:16:00.000Z,econdudeawesome,chatter1,,http://paste.ubuntu.com/692378/,
837,1899,1899,60,25.tsv,2011-09-18T20:22:00.000Z,econdudeawesome,chatter1,,no *.old files in 'ls /',
838,1901,1901,60,25.tsv,2011-09-18T20:25:00.000Z,econdudeawesome,chatter1,,yes,
839,1902,1902,60,25.tsv,2011-09-18T20:30:00.000Z,econdudeawesome,chatter1,,boot/vmlinuz-2.6.38-11-generic,
840,1903,1903,60,25.tsv,2011-09-18T20:31:00.000Z,econdudeawesome,chatter1,,"sorry, didn't see your message earlier (sytax highlighting in irssi  didnt't catch * <name> ;-))",
841,1905,1905,60,25.tsv,2011-09-18T20:33:00.000Z,econdudeawesome,chatter1,,"i ran sudo update-grub, ls -l / reports the same results",
842,1907,1907,60,25.tsv,2011-09-18T20:36:00.000Z,econdudeawesome,chatter1,,"sudo aptitude, OR sudo aptitude -f install?",
843,1909,1909,60,25.tsv,2011-09-18T20:39:00.000Z,econdudeawesome,chatter1,,same error,
844,1911,1911,60,25.tsv,2011-09-18T20:41:00.000Z,econdudeawesome,chatter1,,http://paste.ubuntu.com/692394/,
845,1913,1913,60,25.tsv,2011-09-18T20:49:00.000Z,econdudeawesome,chatter1,,"hmmm, might have. I remember messing around with glibc symbolic links when I installed matlab, to fix an error. But I replicated the process on other machines and saw no errors",
846,1915,1915,60,25.tsv,2011-09-18T20:51:00.000Z,econdudeawesome,chatter1,,"at this point, considering how serious the issue is, I may just reinstall 11.04 on the partition (data is saved on a separate partition, so that doesn't concern me)",
847,1916,1916,60,25.tsv,2011-09-18T20:51:00.000Z,econdudeawesome,chatter1,,I appreciate the help though,
848,1918,1918,60,25.tsv,2011-09-18T20:53:00.000Z,econdudeawesome,chatter1,,you think?,
849,1919,1919,60,25.tsv,2011-09-18T20:54:00.000Z,econdudeawesome,chatter1,,"thanks man, take it easy",
850,1921,1921,60,339.tsv,2008-01-06T16:54:00.000Z,robdeman,chatter1,0.0,How can I install the latest stable TRAC on ubuntu 6.10?,
851,1923,1923,60,339.tsv,2008-01-06T16:55:00.000Z,robdeman,chatter1,,that gives the v0.9.x series on Ubuntu 6.10 ... where I need Trac 0.10.xx,
852,1926,1926,60,339.tsv,2008-01-06T16:57:00.000Z,robdeman,chatter1,,Gutsy has trac 0.10..?,
853,1928,1928,60,339.tsv,2008-01-06T16:57:00.000Z,robdeman,chatter1,,right Gutsy = 7.10 .. you are correct. Im on I think Dapper (6.10) which has tra c0.9.x,
854,1930,1930,60,339.tsv,2008-01-06T16:58:00.000Z,robdeman,chatter1,,how hard will that be?,
855,1933,1933,60,339.tsv,2008-01-06T16:59:00.000Z,robdeman,chatter1,,mm,7
856,1937,1937,60,339.tsv,2008-01-06T17:22:00.000Z,robdeman,chatter1,,hmm ok how would I do this? any downsides? its too hard now,
857,1943,1943,60,339.tsv,2008-01-06T17:25:00.000Z,robdeman,chatter1,,ok...,
858,1947,1947,60,339.tsv,2008-01-06T17:28:00.000Z,robdeman,chatter1,,I think im still on Ubuntu Linux 6.10,
859,1952,1952,60,339.tsv,2008-01-06T17:31:00.000Z,robdeman,chatter1,,ehrm,
